restaurant,address,city,state,zipcode,inspection_date,score,latitude,longitude
Yeremian Inc. Dba Gilbert's Mediterranean Cafe,219 10th ST,Atlanta,GA,30309,2017-06-01,90,33.7816581,-84.3801460
Cascade Family Skating,3335 Martin Luther King Jr. DR,Atlanta,GA,30331,2019-04-11,82,33.7556289,-84.4969000
Starbucks Coffee #8492,4285 Roswell RD UNIT 6,Atlanta,GA,30342,2018-05-16,99,33.8719305,-84.3805123
Starbucks Coffee,210 Peachtree ST,Atlanta,GA,30303,2019-11-18,95,33.7594370,-84.3883027
Hillside Elementary,9250 Scott,Roswell,GA,30076,2019-10-07,100,34.0106620,-84.2956388
Starbucks,8420 Holcomb Bridge RD,Alpharetta,GA,30022,2017-06-06,100,33.9853402,-84.2705527
Mazzy's Sports Bar And Grill,10729 Alpharetta HWY,Roswell,GA,30076,2019-10-25,96,34.0402984,-84.3405170
Papa John's Pizza #1711,8725 Roswell RD STE #4,Atlanta,GA,30350,2020-03-10,100,,
Wendy's,13794 Highway 9,Alpharetta,GA,30004,2019-11-21,91,34.1165686,-84.2701619
Holiday Inn Express Hotel And Suites,765 Hammond DR,Atlanta,GA,30328,2019-03-15,96,33.9184230,-84.3596680
Haagen - Dazs,2178 North Point CIR,Alpharetta,GA,30022,2019-12-17,100,34.0501128,-84.2969615
Burger King,12 Broad ST STE A,Atlanta,GA,30303,2019-02-27,99,33.7544498,-84.3913835
Rice Thai Cuisine,1104 Canton ST,Roswell,GA,30075,2019-11-18,84,34.0287520,-84.3617833
5 Season's Brewing,5600 Roswell STE 21,Atlanta,GA,30342,2018-04-26,92,33.9080931,-84.3807762
Papa John's Pizza #189,206 Johnson Ferry UNIT C,Atlanta,GA,30328,2020-01-08,100,33.9344431,-84.3901527
Royal Oak Pub,1155 Mount Vernon HWY,Dunwoody,GA,30338,2019-11-19,100,33.9336327,-84.3489981
J.B. Fuqua Boys & Girls Club,405 Lovejoy ST,Atlanta,GA,30313,2019-07-23,89,33.7656126,-84.3927878
Children's Health Care Of Atlanta,1001 Johnson Ferry RD,Atlanta,GA,30342,2019-10-15,100,33.9056343,-84.3541603
The Harp Irish Pub,1425 Market BLVD STE 1330,Roswell,GA,30076,2019-01-10,92,34.0181013,-84.3206112
El Azteca,13800 Highway 9 N STE W,Alpharetta,GA,30004,2019-04-04,94,34.1174693,-84.2717650
Sodexo At ADP,5800 Windward PKWY,Alpharetta,GA,30005,2018-11-15,98,34.0905896,-84.2553716
Chuck E Cheese,925 North Point DR,Alpharetta,GA,30022,2020-01-24,100,34.0516719,-84.2817817
K Y MA,3085 Piedmont RD,Atlanta,GA,30305,2019-03-12,90,33.8398553,-84.3690321
Bentley's,4711 Best RD,College Park,GA,30337,2019-05-15,100,33.6261841,-84.4608054
Clermont Lounge,789 Ponce De Leon,Atlanta,GA,30306,2019-01-04,88,33.7734009,-84.3612288
Q's Restaurant,1599 Whiteway,Eastpoint,GA,30344,2020-01-30,88,33.6788068,-84.4412049
Restore Rehabilitation,11180 Crabapple,Roswell,GA,30075,2019-09-12,100,34.0527140,-84.3617217
McDonald's,5210 Windward PKWY,Alpharetta,GA,30004,2019-02-15,97,34.0920021,-84.2759525
Star Pizza And Deli,11490 Alpharetta HWY STE 700,Roswell,GA,30076,2019-11-12,93,34.0604236,-84.3256490
Marriott Main Kitchen,265 Peachtree Center AVE,Atlanta,GA,30303,2020-01-17,100,33.7615923,-84.3856621
Marriott Suites Hotel,35 Fourteenth ST NE,Atlanta,GA,30309,2019-05-09,89,33.7862064,-84.3864421
Marriott-Employees Cafe,265 Peachtree Center AVE,Atlanta,GA,30303,2020-01-13,94,33.7615923,-84.3856621
Marriott-Room Serv Kit,265 Peachtree Center AVE,Atlanta,GA,30303,2020-01-17,100,33.7615923,-84.3856621
Brake Pad,3403 Main ST,College Park,GA,30037,2019-07-19,90,33.6628499,-84.4466599
Einstein Noah Corp.,4502 Roswell RD,Atlanta,GA,30342,2020-01-23,99,33.8783582,-84.3797995
Mary M Bethune Elementary School,5925 Old Carriage DR,College Park,GA,30349,2019-11-13,100,33.5931128,-84.4818181
Reuben's Deli,57 Broad ST,Atlanta,GA,30303,2019-12-05,95,33.7554809,-84.3892687
Il Localino,467 North Highland AVE NE,Atlanta,GA,30307,2019-03-15,80,33.7666896,-84.3528699
Mary Mac's,224 Ponce De Leon AVE,Atlanta,GA,30308,2019-06-13,99,33.7728589,-84.3798780
Palmetto Neighborhood Senior Center,510 Turner AVE,Palmetto,GA,30268,2019-06-14,94,33.5248060,-84.6686220
Big Daddy's Cafe,2284 Cascade RD,Atlanta,GA,30311,2019-11-22,92,33.7219482,-84.4635521
Max Lager's American Grill & Bar,320 Peachtree ST,Atlanta,GA,30308,2019-06-03,99,33.7633543,-84.3870990
Panita Thai Kitchen,1043 Greenwood AVE,Atlanta,GA,30306,2018-08-10,73,33.7765304,-84.3530753
Pampas,10970-A State Bridge RD,Alpharetta,GA,30022,2019-05-17,100,34.0482856,-84.2245111
McClarin High School,3605 Main ST,College Park,GA,30337,2019-11-13,91,33.6567450,-84.4499470
McDonald's #11864,912 Martin Luther King Jr DR,Atlanta,GA,30331,2019-03-15,99,33.7542657,-84.4172126
Atlanta Athletic Club Grill Kitchen,1930 Bobby Jones DR,Johns Creek,GA,30097,2019-12-04,91,34.0042999,-84.1922735
McDonald's,1465 Holcomb Bridge RD,Roswell,GA,30076,2019-01-09,100,34.0197752,-84.3184360
McDonald's,1994 Howell Mill RD,Atlanta,GA,30318,2019-06-12,83,33.8092296,-84.4131836
Smith's Olde Bar,1578 Piedmont AVE,Atlanta,GA,30324,2017-11-30,100,33.7976719,-84.3688679
Smith's Olde Bar (UPSTAIRS),1578 Piedmont AVE,Atlanta,GA,30324,2017-10-17,100,33.7976719,-84.3688679
TCBY Treats,4920 Roswell RD,Atlanta,GA,30342,2020-01-10,94,33.8885729,-84.3823775
Sushi Nami,5316-B Windward PKWY,Alpharetta,GA,30004,2019-02-20,93,34.0887071,-84.2717045
McDonald's #10131,2950 Holcomb Bridge RD,Roswell,GA,30022,2018-03-28,92,33.9896822,-84.2743370
The Everything Cafe,870 Martin Luther King Jr. DR,Atlanta,GA,30314,2018-12-17,91,33.7545531,-84.4159896
McDonald's #11010,1203 Virginia AVE,Eastpoint,GA,30344,2019-06-13,85,33.6593649,-84.4287139
Slopes BBQ Of Sandy Springs,200 Johnson Ferry RD,Atlanta,GA,30328,2019-12-06,100,33.9344271,-84.3901486
Starbucks Coffee,6681-K Roswell RD,Atlanta,GA,30328,2019-02-22,100,33.9365764,-84.3778164
McDonald's #13864,2091 Metropolitan PKWY,Atlanta,GA,30315,2019-08-26,86,33.6981475,-84.4085052
Willy's Mexicana Grill,1071 Piedmont AVE,Atlanta,GA,30309,2019-05-28,91,33.7838926,-84.3786001
Country Club Of Roswell Aquatic Center Pavilion,2500 Club Springs DR STE B,Roswell,GA,30076,2019-07-12,100,34.0237463,-84.2837377
Lakewood Diner,2885 Lakewood AVE,Atlanta,GA,30315,2019-07-16,92,33.6979772,-84.4105161
Einstein Bros. Bagels #3059,1789 Howell Mill RD,Atlanta,GA,30318,2019-06-21,81,33.8034932,-84.4141578
Olive Bistro Midtown,650 Ponce De Leon AVE STE 680-A,Atlanta,GA,30308,2018-06-15,96,33.7756070,-84.3662522
J. Christopher's,3070 Windward Plaza,Alpharetta,GA,30005,2020-01-27,100,34.0933103,-84.2412232
LAVA(Middle Floor & Upstairs),57 13th ST,Atlanta,GA,30309,2019-05-15,99,33.7854769,-84.3857031
LAVA (Downstairs),57 13th ST,Atlanta,GA,30309,2019-05-15,92,33.7854769,-84.3857031
Tijuana Joe's Cantina,7870 Roswell RD,Atlanta,GA,30350,2020-01-29,97,33.9721474,-84.3590108
McDonald's #662,6049 Roswell RD,Atlanta,GA,30328,2018-10-17,100,33.9198690,-84.3785141
Mellow Mushroom,11770 Haynes Bridge STE 301,Alpharetta,GA,30009,2019-06-14,90,34.0697338,-84.2945836
North View High School,10625 Parson's,Duluth,GA,30097,2019-09-18,100,34.0390551,-84.1773072
Staybridge Suites,540 Pharr RD,Atlanta,GA,30305,2019-02-22,99,33.8372692,-84.3706194
Taco Mac,875 North Main ST STE 306,Alpharetta,GA,30004,2019-11-18,99,34.0931491,-84.2796018
McDonald's #17563,8745 Roswell RD,Atlanta,GA,30350,2018-08-03,88,33.9947666,-84.3506311
Rheas III,675 Crossville,Roswell,GA,30075,2019-06-25,82,34.0590112,-84.3812016
Chick-Fil-A,604 Holcomb Bridge RD,Roswell,GA,30076,2019-06-17,100,34.0370721,-84.3426815
Buca Di Beppo,2335 Mansell RD,Alpharetta,GA,30022,2020-01-14,87,34.0374628,-84.3073989
The Gallery Cafe,3655 Roswell RD,Atlanta,GA,30342,2019-12-03,88,33.8551535,-84.3818643
McKinnon's Louisiana,3209 Maple DR N,Atlanta,GA,30305,2019-03-22,90,33.8427104,-84.3721030
Trapeze,4470 Commerce DR,Atlanta,GA,30336,2017-05-25,96,33.7608907,-84.5331133
Felix's On The Square,1510-G Piedmont RD,Atlanta,GA,30324,2018-12-17,95,33.8080596,-84.3658903
Medlock Bridge Elementary School,10215 Medlock Bridge PKWY,Alpharetta,GA,30022,2020-02-24,100,34.0290774,-84.1904228
Mellow Mushroom,931 Monroe DR,Atlanta,GA,30308,2020-02-03,89,33.7794269,-84.3675836
Killer Creek,1700 Mansell RD,Alpharetta,GA,30004,2017-09-20,91,34.0409321,-84.3156753
Garden Deli,303 Peachtree ST NE Bl-1,Atlanta,GA,30308,2019-09-10,89,33.7629725,-84.3865151
Pappadeaux,10795 Davis DR,Alpharetta,GA,30009,2019-04-11,100,34.0416093,-84.3117153
Snow Mountain,10820 Abbotts Bridge STE 130,Duluth,GA,30097,2019-03-15,89,34.0453433,-84.1777738
Hooters OfPeachtree Street,209 Peachtree ST,Atlanta,GA,30303,2018-10-15,96,33.7595406,-84.3873643
Chastain Park Amphitheater- Con 2,4469 Stella DR,Atlanta,GA,30327,2013-10-15,100,33.8766169,-84.3960225
Mimosa Elementary School,1550 Warsaw RD,Roswell,GA,30075,2020-02-05,100,34.0360830,-84.3313460
La Parrilla,865 North Main ST,Alpharetta,GA,30004,2019-11-25,100,34.0925015,-84.2805889
Atlanta Athletic Club Pastry Kitchen,1930 Bobby Jones DR,Johns Creek,GA,30097,2019-12-04,100,34.0042999,-84.1922735
Fickle Pickle,1085 Canton ST,Roswell,GA,30075,2019-09-30,91,34.0282051,-84.3612083
Mjq Concourse,736 Ponce De Leon STE 17,Atlanta,GA,30306,2016-12-14,95,33.7741646,-84.3628868
One Midtown Kitchen (open after 5:30 pm),559 Dutch Valley RD,Atlanta,GA,30324,2018-01-03,99,33.7917797,-84.3688884
Model T,699 Ponce De Leon AVE,Atlanta,GA,30308,2018-02-06,94,33.7729192,-84.3640217
Moe & Joe's,1033 North Highland AVE NE,Atlanta,GA,30309,2019-01-17,92,33.7829300,-84.3541760
Atlanta Great Foods Caribbean Fiesta,4000 North Point PKWY,Alpharetta,GA,30022,2019-07-08,97,34.0669819,-84.2611468
Moon Dogs,3179 Peachtree RD NE,Atlanta,GA,30305,2019-09-07,91,33.8408561,-84.3753460
Tilapia Express,209 Edgewood AVE SE STE 125,Atlanta,GA,30303,2019-11-04,92,33.7540215,-84.3799140
EL Porton Bar & Grill,910 Marietta HWY STE 90,Roswell,GA,30075,2019-10-28,96,34.0046853,-84.3891517
Seattle's Best Coffee,1230 Peachtree ST,Atlanta,GA,30309,2019-10-04,99,33.7879505,-84.3851742
Eurest Dining Services,600 Peachtree ST,Atlanta,GA,30308,2016-07-12,100,33.7707434,-84.3859731
Dunwoody Country Club II,1600 Dunwoody Club DR,Dunwoody,GA,30350,2019-07-11,100,33.9653997,-84.3133323
Domino's Pizza,515 North Central AVE,Hapeville,GA,30354,2019-01-03,98,33.6572986,-84.4055913
Benihana,229 Peachtree ST,Atlanta,GA,30303,2018-10-15,98,33.7599229,-84.3864441
LT's Wings,1160 Fairburn RD,Atlanta,GA,30331,2019-06-10,93,33.7230870,-84.5094584
Sodexo Federal Reserve Bank,1000 Peachtree ST,Atlanta,GA,30309,2019-09-04,100,33.7824588,-84.3853336
Mount Vernon Towers,300 Johnson Ferry RD,Atlanta,GA,30328,2019-04-10,100,33.9249817,-84.3765822
Mountain Park Elementary School,11895 Mountain Park,Roswell,GA,30075,2019-09-27,100,34.0710098,-84.4043806
Magnolia Hall,400 Park DR,Atlanta,GA,30306,2019-04-15,100,33.7885073,-84.3730588
Southeast Neighborhood Senior Center,1650 Newtown CIR SE,Atlanta,GA,30315,2019-03-21,99,33.7087550,-84.3606949
Dogwood Senior Center,1953 Donald Lee Hollowell PKWY,Atlanta,GA,30318,2018-12-12,100,33.7760348,-84.4482389
Wing Stop,8725 Roswell RD STE M,Atlanta,GA,30350,2019-09-16,99,33.9947921,-84.3500775
La Fonda Latina,923 Ponce De Leon AVE,Atlanta,GA,30306,2019-10-11,84,33.7734952,-84.3571008
Papa John's Pizza #1702,3425 Cascade,Atlanta,GA,30331,2019-09-24,92,33.7238261,-84.5000984
Just Around TheCorner,76 Spring ST,Atlanta,GA,30303,2018-12-12,92,33.7807402,-84.3890260
South City Kitchen,1144 Crescent AVE,Atlanta,GA,30309,2019-09-30,91,33.7859545,-84.3844341
La Tavola,992 Virginia AVE,Atlanta,GA,30306,2019-05-21,91,33.7824265,-84.3549179
Ichaban,5306 Windward PKWY STE A,Alpharetta,GA,30004,2019-01-14,97,34.0890161,-84.2726270
Checker's,5175 Old National HWY,College Park,GA,30349,2020-02-18,99,33.6141519,-84.4729742
The Hungry Cherub,993-C Johnson Ferry RD STE 123,Atlanta,GA,30342,2019-03-29,96,33.9067658,-84.3556744
Woofs On Piedmont,2425 Piedmont RD,Atlanta,GA,30324,2019-02-06,92,33.8212451,-84.3670609
Happy Sumo Inc.,1155-A Mount Vernon HWY,Atlanta,GA,30338,2019-12-04,84,33.9336327,-84.3489924
Windy Cafe,2520 Northwinds PKWY,Alpharetta,GA,30004,2019-03-15,100,34.0595997,-84.2844138
Liberty Point Elementary School,9000 Highpoint,Union City,GA,30291,2019-10-25,91,33.5977273,-84.5784710
Mt. Vernon Baptist Church,850 Mount Vernon HWY,Atlanta,GA,30327,2019-07-15,100,33.9060508,-84.4136742
"Murphy's Restaurant, LLC",997 Virginia AVE,Atlanta,GA,30306,2019-05-15,92,33.7820185,-84.3547638
My Friend's Place,690 Holcomb Bridge RD STE 130,Roswell,GA,30075,2019-12-16,100,34.0334867,-84.3397027
North Fulton Child Development Center,89 Grove,Roswell,GA,30075,2020-02-18,97,34.0184617,-84.3594253
Dunwoody Country Club Bar "Summer Only",1600 Dunwoody Club DR,Dunwoody,GA,30350,2018-12-27,100,33.9653997,-84.3133323
Nakato Restaurant,1776 Cheshire Bridge RD N,Atlanta,GA,30324,2018-02-08,100,33.8087006,-84.3646788
Kwan's Deli & Korean Kitchen,267 Marietta ST,Atlanta,GA,30313,2019-03-18,96,33.7607765,-84.3945295
Jason's Deli,7300 North Point PKWY STE 118,Alpharetta,GA,30022,2019-07-15,97,34.0424415,-84.3018922
McKesson Cafeteria,5995 Windward PKWY,Alpharetta,GA,30005,2019-03-29,100,34.0862574,-84.2498578
Wendy's #4013,7835 Senoia RD,Fairburn,GA,30213,2019-07-08,92,33.5428982,-84.5775912
Big Easy Grille,1193 Collier RD,Atlanta,GA,30318,2019-03-22,86,33.8116773,-84.4245291
Arby's #7367,1359 Virginia AVE,Eastpoint,GA,30354,2019-11-22,93,33.6594348,-84.4336573
Waffle House,1425 Virginia AVE,College Park,GA,30337,2020-01-06,91,33.6594908,-84.4358724
Omni Bakery,100 Cnn CTR,Atlanta,GA,30303,2019-09-05,100,33.7590607,-84.3949229
Omni Prime Meridian Rest/Main Kitchen & Cafeteria,100 Cnn CTR,Atlanta,GA,30303,2019-09-05,100,33.7590607,-84.3949229
Vues Bar @ Omni CNN Center Hotel,100 Cnn CTR,Atlanta,GA,30303,2020-03-18,100,33.7582321,-84.3945923
Neighbor's Pub,752 North Highland AVE UNIT C Suite - 2,Atlanta,GA,30306,2019-08-30,88,33.7750439,-84.3550997
The Patio,5950-G State Bridge,Duluth,GA,30097,2019-06-10,100,34.0144072,-84.1875146
Atkins Park Restaurant,794 North Highland AVE,Atlanta,GA,30306,2019-05-28,88,33.7761465,-84.3527672
Willy's Mexicana Grill # 10,1228 West Paces Ferry RD NW,Atlanta,GA,30327,2019-12-02,95,33.8491893,-84.4279979
Community Grill,42 Johnson RD NW,Atlanta,GA,30318,2019-03-22,91,33.7823334,-84.4543289
97 Estoria,727 Wylie ST,Atlanta,GA,30316,2020-02-19,91,33.7520664,-84.3633698
Domino's Pizza,3435 Roosevelt HWY,Red Oak,GA,30272,2019-09-09,92,33.6224951,-84.5015713
New Prospect Elementary School,3055 Kimball Bridge RD,Alpharetta,GA,30022,2020-02-10,100,34.0517068,-84.2740901
Mt. Pisgah Elementary School,9820 Nesbit Ferry RD,Alpharetta,GA,30022,2019-10-02,100,34.0185960,-84.2794977
Park Tavern (Upstairs),500 10th ST NE,Atlanta,GA,30309,2019-10-09,94,33.7822276,-84.3692580
McDonald's,12350 Arnold Mill RD,Alpharetta,GA,30004,2018-07-02,100,34.0823780,-84.3580250
Smoothie King # 45,1270 West Paces Ferry RD,Atlanta,GA,30327,2019-07-17,94,33.8481062,-84.4288300
New York Prime,3424 Peachtree RD,Atlanta,GA,30326,2019-11-04,100,33.8516611,-84.3644939
Gruby's New York Deli,860 Johnson Ferry RD,Atlanta,GA,30342,2019-09-23,96,33.9076247,-84.3590930
Nino's Italian Restaurant,1931 Cheshire Bridge RD,Atlanta,GA,30324,2019-03-07,96,33.8100563,-84.3596064
Piedmont Hospital (Dietary),1968 Peachtree RD NW,Atlanta,GA,30309,2020-01-28,89,33.8087553,-84.3955567
Sandy Springs Christian Church,301 Johnson Ferry RD NW,Atlanta,GA,30328,2019-03-07,100,33.9360247,-84.3913686
Papi's East Cuban Cuisine,216 Ponce De Leon AVE,Atlanta,GA,30308,2019-08-26,97,33.7727579,-84.3803666
Employee Cafeteria Bake Shop,3300 Lenox RD NE,Atlanta,GA,30303,2020-01-06,100,33.8467259,-84.3624199
North Fulton Training Center,5025 Roswell,Atlanta,GA,30342,2019-12-19,100,33.8923220,-84.3806670
North Highland Pub,469 North Highland AVE,Atlanta,GA,30307,2019-09-12,90,33.7667294,-84.3527877
Osteria 832,832 North Highland AVE,Atlanta,GA,30306,2019-09-10,96,33.7772170,-84.3528699
Roswell North Elementary School,10525 Woodstock,Roswell,GA,30075,2019-09-12,100,34.0378864,-84.3686189
North Springs High School,7447 Roswell,Atlanta,GA,30328,2020-02-19,100,33.9581455,-84.3632413
Longhorn Steakhouse,3480 Camp Creek PKWY,Eastpoint,GA,30344,2020-01-07,99,33.6558865,-84.5029234
Northwestern Middle School,12805 Birmingham HWY,Alpharetta,GA,30201,2020-03-03,100,34.0958930,-84.3375530
Dakota Blue,454 Cherokee AVE SE,Atlanta,GA,30312,2019-12-09,80,33.7420571,-84.3733065
Moe's Southwest Grill,1 Cnn CTR STE 249,Atlanta,GA,30303,2020-03-04,99,33.7577436,-84.3948646
Northwoods Elementary School,10200 Wooten RD,Roswell,GA,30076,2020-02-18,100,34.0290360,-84.3051710
Nuevo Laredo Cantina,1495 Chattahoochee AVE NW,Atlanta,GA,30318,2019-12-13,100,33.8094661,-84.4367339
Nurse Care Of Atlanta,2920 South Pharr CT NW,Atlanta,GA,30305,2019-11-26,84,33.8354127,-84.3860316
Atlantic Seafood Co.,2345 Mansell RD,Alpharetta,GA,30122,2020-01-14,77,34.0372760,-84.3070530
Atlanta Fish Market,265 Pharr RD,Atlanta,GA,30305,2019-11-25,81,33.8366490,-84.3788054
Odyssey III,276 Decatur ST,Atlanta,GA,30312,2019-04-17,94,33.7499270,-84.3807762
Atlanta Athletic Club (Health Bar),1930 Bobby Jones DR,Johns Creek,GA,30097,2019-12-05,100,34.0042999,-84.1922735
Smoothie King,60 Luckie ST,Atlanta,GA,30303,2019-10-01,81,33.7563531,-84.3891264
Olympic Flame Restaurant,1740 Marietta BLVD NW,Atlanta,GA,30318,2019-04-02,91,33.8021562,-84.4366518
Taste Of The South/Commissary,3850 Jonesboro RD SE,Atlanta,GA,30354,2019-10-11,73,33.6505515,-84.3653367
McDonald's,970 Mansell RD,Roswell,GA,30076,2019-10-03,93,34.0452953,-84.3333338
Chipotle,10800 Alpharetta HWY,Roswell,GA,30076,2019-10-29,100,34.0439237,-84.3422444
Opus 1,1086 Alco ST NE,Atlanta,GA,30324,2019-02-25,96,33.8175020,-84.3524609
El Azteca # 3,1784 Peachtree ST,Atlanta,GA,30309,2019-10-21,80,33.7987912,-84.3915694
Cafe Au-Lait,2300 Holcomb Bridge STE 410,Roswell,GA,30076,2019-09-18,100,34.0047141,-84.2945073
Our Lady Perpetual Help,760 Pollard BLVD SW,Atlanta,GA,30315,2019-02-20,100,33.7335797,-84.3900473
Grand Hyatt Employee Cafeteria,3300 Peachtree RD,Atlanta,GA,30305,2020-01-08,91,33.8452316,-84.3704266
Grand Hyatt Pastry Room,3300 Peachtree RD,Atlanta,GA,30305,2020-01-08,96,33.8452316,-84.3704266
Pi Kappa Alpha Fraternity House,260 Ferst ST,Atlanta,GA,30318,2019-04-18,100,33.7767138,-84.3953007
Atlanta Department Of Corrections,254 Peachtree ST SW,Atlanta,GA,30303,2018-08-28,100,33.7472871,-84.3954736
Sunshine II,10995 State Bridge RD STE D,Alpharetta,GA,30022,2019-07-16,89,34.0500241,-84.2251214
Yasins,"3541 Martin Luther King, Jr. DR",Atlanta,GA,30331,2019-02-15,90,33.7586049,-84.5036405
My Sister's House,921 Howell Mill RD,Atlanta,GA,30318,2019-08-09,87,33.7802640,-84.4101370
Westminster Commons,560 St. Charles AVE,Atlanta,GA,30308,2019-03-21,99,33.7758222,-84.3685393
Palm Restaurant,3391 Peachtree RD,Atlanta,GA,30326,2019-12-23,92,33.8488713,-84.3649425
Richard's,1400 Northside DR,Atlanta,GA,30318,2019-06-08,96,33.7929342,-84.4081974
Palmetto Elementary School,505 Carlton RD,Palmetto,GA,30268,2019-10-29,100,33.5301472,-84.6710425
Onyx,1888 Cheshire Bridge RD,Atlanta,GA,30324,2017-10-05,92,33.8104297,-84.3612162
China Breeze,190 Marietta ST NW,Atlanta,GA,30303,2020-03-03,95,33.7590584,-84.3950221
Willy's California Style Burrito,1100 Hammond DR STE 460 A,Atlanta,GA,30328,2019-11-12,97,33.9195355,-84.3525657
Brittain Dining Hall,649 Techwood DR,Atlanta,GA,30332,2019-01-15,100,33.7724996,-84.3919946
Student Center,350 Ferst DR NW,Atlanta,GA,30332,2019-10-24,96,33.7742484,-84.3988420
Families First Second Chance Home,2625 Jerome RD,College Park,GA,30349,2019-02-12,100,33.6047182,-84.4752186
Tin Lizzy's,3639 Piedmont,Atlanta,GA,30305,2019-10-25,100,33.8540915,-84.3819259
Papa John's Pizza #1703,4548 Jonesboro RD STE B,Union City,GA,30296,2019-06-13,86,33.5671677,-84.5368398
Atlanta Apparel Mart-Market Cafe Bar-1St Floor,230 Spring ST,Atlanta,GA,30303,2018-09-04,91,33.7607065,-84.3893232
Autrey Middle School,4110 Old Alabama,Alpharetta,GA,30022,2020-02-24,100,34.0184321,-84.2391200
Papa John's Pizza #778,10995 State Bridge RD STE 3,Alpharetta,GA,30022,2020-01-27,100,34.0500241,-84.2251214
The Righteous Room,1051 Ponce De Leon AVE,Atlanta,GA,30306,2020-03-04,84,33.7734687,-84.3529599
Subway,1105 Woodstock RD,Roswell,GA,30075,2019-10-22,87,34.0631324,-84.3961304
Starbucks #75155,48 Fifth ST NW,Atlanta,GA,30308,2019-06-11,95,33.7765156,-84.3885341
Westin Peachtree Plaza-The Cafe,210 Peachtree ST NW,Atlanta,GA,30303,2019-04-04,96,33.7595348,-84.3884020
Westin Peachtree Plaza- Main Kitchen,210 Peachtree ST NW,Atlanta,GA,30303,2019-04-04,96,33.7595348,-84.3884020
Papa John's Pizza#419,3000 Old Alabama RD STE 108-A,Alpharetta,GA,30022,2019-09-04,100,34.0226959,-84.2713127
Cherokee Country Club -Bar,665 Hightower TRL,Atlanta,GA,30350,2020-01-28,100,33.9909153,-84.3632875
Starbucks Retail Store,575 Morosgo DR,Atlanta,GA,30324,2019-07-02,100,33.8229231,-84.3685804
Moe's Southwest Grill,1544 Piedmont AVE NE,Atlanta,GA,30324,2018-08-06,100,33.7978426,-84.3708838
Park Place Deli,55 Park PL,Atlanta,GA,30303,2020-02-04,84,33.7558710,-84.3874856
Chick-Fil-A,3410 Camp Creek PL,Eastpoint,GA,30344,2019-10-23,100,33.6564418,-84.5016942
Java World II,247 Fourth ST,Atlanta,GA,30332,2019-05-15,99,33.7760981,-84.3954719
Teens At Work Culinary & Entrepreneurship Program,1367 Cleveland AVE,Eastpoint,GA,30344,2019-07-17,92,33.6797078,-84.4336367
Parklane Elementary School,2809 Blount ST,Eastpoint,GA,30344,2019-09-12,90,33.6783650,-84.4249572
Georgia Tech Hotel & Conference Center Kitchen,800 Spring ST,Atlanta,GA,30308,2019-12-17,91,33.7764020,-84.3892600
Ted's Montana Grill,133 Luckie ST,Atlanta,GA,30303,2019-07-12,90,33.7586416,-84.3906296
Busy Bee Cafe,810 M.L.K. Jr. DR SW,Atlanta,GA,30314,2019-03-15,90,33.7544950,-84.4140351
Green Sprout,1529 Piedmont AVE STE D,Atlanta,GA,30324,2019-04-05,98,33.7956505,-84.3688884
Kipp South Fulton Academy,1286 East Washington AVE,Eastpoint,GA,30344,2019-11-19,99,33.6755684,-84.4306831
