name,STREETADDRESS,STREETCITY,STREETSTATE,STREETCOUNTRY,STREETZIPCODE,STREETCOUNTY,STREETMSA,Employment (Individual Site - Current Year),PRIMARYNAICS,Category,SubCategory,SIC8DIGIT,Description,coi_sector,COI Sub-sector,lat,lon
L. D. SOUTHERN EXPRESS- INC.,2228 CAWTHON DAVIS RD,CANON,GA,USA,30520-1781,FRANKLIN,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.930155,-85.2875441
SUMMERS TRUCKING INC,169 WHEELER LAKE PATH,DALLAS,GA,USA,30157-5378,PAULDING,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",COMMODITY HAULING,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.7062838,-85.287433
AMERICUS SELF STORAGE,130 W LAMAR ST,AMERICUS,GA,USA,31709-3547,SUMTER,0,3,493110,GENERAL WAREHOUSING AND STORAGE,GENERAL WAREHOUSE/STORAGE,42250000,GENERAL WAREHOUSING AND STORAGE,OTHER,,34.9831309,-85.2860676
ATTIC SELF STORAGE,3280 DALLAS HWY SW,MARIETTA,GA,USA,30064-2463,COBB,43,1,493110,GENERAL WAREHOUSING AND STORAGE,GENERAL WAREHOUSE/STORAGE,42250000,GENERAL WAREHOUSING AND STORAGE,OTHER,,34.7067544,-85.2859479
HOLLAMON TRANSPORT LLC,3149 SHIRLEY DR NW,KENNESAW,GA,USA,30144-2845,COBB,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.8340184,-85.2858873
FREIGHT IN MOTION- LLC,35 PATTERSON RD # 466199,LAWRENCEVILLE,GA,USA,30042-3747,GWINNETT,43,1,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,34.7014667,-85.2853752
CHRISTIAN- JOHN,2383 AKERS MILL RD SE,ATLANTA,GA,USA,30339-2503,FULTON,43,1,492110,COURIERS AND EXPRESS DELIVERY SERVICES,AIR COURIER SERVICES,45130000,AIR COURIER SERVICES,AIR,,34.7229462,-85.2840284
LANE-LEE TRUCKING COMPANY- LLC,79 LYNN AVE,GARDEN CITY,GA,USA,31408-1329,CHATHAM,538,11,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,34.0004377,-85.2828804
LANCE RAKESTRAW/CHARLES,,HIRAM,GA,USA,30141,PAULDING,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.7423575,-85.2827756
LIGHTEM UP ELECTRIC LLC,105 VILLAGE WALK STE 178,DALLAS,GA,USA,30132-5505,PAULDING,43,5,492210,LOCAL MESSENGERS AND LOCAL DELIVERY,COURIER SERVICE,42159903," PACKAGE DELIVERY, VEHICULAR ",TRUCK,Courier/Parcel,34.609437,-85.2821419
EMPIRE WRECKER LLC,2030 MAIN ST NW APT 302,ATLANTA,GA,USA,30318-1877,FULTON,43,20,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890100, CARGO LOADING AND UNLOADING SERVICES ,RAIL,,33.7252571,-85.281926
ABC TRUCK MECHANIC INC,1749 OLD DEAN FOREST RD,POOLER,GA,USA,31322-9502,CHATHAM,538,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.2682365,-85.2812827
RHONDA SANFORD,3274 POST RD,CLEVELAND,GA,USA,30528-5357,WHITE,0,3,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,34.853187,-85.281241
CALVARY SEVEN LOGISTICS- LLC,1616 VASSAR ST,SAVANNAH,GA,USA,31405-3861,CHATHAM,538,2,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310200, FREIGHT FORWARDING ,FREIGHT FORWARDING,,34.0106196,-85.2811899
AIRPORT MINI STORAGE AND U-HAUL,2479 SULLIVAN RD,ATLANTA,GA,USA,30337-6303,FULTON,43,2,493110,GENERAL WAREHOUSING AND STORAGE,GENERAL WAREHOUSE/STORAGE,42250000,GENERAL WAREHOUSING AND STORAGE,OTHER,,34.72632,-85.280849
RMC MOVERS LLC,4229 STEVE REYNOLDS BLVD,NORCROSS,GA,USA,30093-6105,GWINNETT,43,21,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,"TRANSPORTATION SERVICES, NEC, NSK",47890100, CARGO LOADING AND UNLOADING SERVICES ,RAIL,,34.285844,-85.2805829
E.H PHILLIPS TRUCKING LLC,2306 TULLAMORE CIR,SNELLVILLE,GA,USA,30039-7033,GWINNETT,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.285844,-85.2805829
BENTLEY WORLD-PACKAGING- LTD.,3RDST BLDG 1260 DOOR 9,ALBANY,GA,USA,31704-0001,DOUGHERTY,16,4,488991,PACKING AND CRATING,PACKING/CRATING SERVICE,47839903,PACKING GOODS FOR SHIPPING,WAREHOUSING,Packing and Crating,34.913961,-85.277473
VERMEER TRUCKING,1620 BIRDIE RD,GRIFFIN,GA,USA,30223-8015,SPALDING,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.968454,-85.2720595
THOMPSON EAST COAST TRUCKING L,9 ANGEL OAKS DR,SAVANNAH,GA,USA,31410-3168,CHATHAM,538,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.7324207,-85.2719239
OSCAR L MILLER,324 GASTONBURY WAY,COHUTTA,GA,USA,30710-9827,WHITFIELD,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.5579521,-85.2683561
ABOVE AVERAGE MOVERS- LLC,3961 FLOYD RD,AUSTELL,GA,USA,30106-8535,COBB,43,3,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890100, CARGO LOADING AND UNLOADING SERVICES ,RAIL,,33.7290583,-85.2681646
FIRSTFLEET,4353 BOWMAN INDUSTRIAL CT,CONLEY,GA,USA,30288-1650,CLAYTON,43,2,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.9640496,-85.2673382
SLD TRANSPORT- INC,102 HCKORY SPRNG INDUS DR,CANTON,GA,USA,30115-7927,CHEROKEE,43,30,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310104, TRUCK TRANSPORTATION BROKERS ,TRUCK,,33.8196118,-85.267148
ASF INTERMODAL LLC,4351 THURMAN RD,CONLEY,GA,USA,30288-1502,CLAYTON,43,6,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,34.3839648,-85.2654764
SUPERIOR PETROLEUM TRANSPORT- LLC,211 BREEZE HILL CT,CANTON,GA,USA,30114-8028,CHEROKEE,43,6,484230,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LONG-DISTANCE",TRUCKING OPERATOR-LOCAL,42139908,LIQUID PETROLEUM TRANSPORT NON-LOCAL,TRUCK,Liquid Bulk,33.6814894,-85.2645589
BRIAN BUSH,712 OLD WAYNESVILLE RD,JESUP,GA,USA,31546-3772,WAYNE,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.0080368,-85.2635992
DANA ANDREW LAND,352 MISTY RIDGE LN,RINGGOLD,GA,USA,30736-2928,CATOOSA,115,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.0080368,-85.2635992
FAULTLESS TANK LINES INC,430 OLD MILL PL,CARTERSVILLE,GA,USA,30120-4095,BARTOW,0,5,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,34.8165626,-85.26297
GOOD NEWS TRUCKING INC,817 BESSIE JACKSON RD,STEPHENS,GA,USA,30667-1614,OGLETHORPE,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.4743935,-85.2619593
GNO TRANSPORT LLC,7421 DOUGLAS BLVD N165,DOUGLASVILLE,GA,USA,30135-1564,DOUGLAS,43,1,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION SERVICES,47310200, FREIGHT FORWARDING ,FREIGHT FORWARDING,,34.9646667,-85.2613576
NUBIN H GIBSON JR,6356 NEW JESUP HWY,BRUNSWICK,GA,USA,31523-4216,GLYNN,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.8128353,-85.2611912
CLG HAULING- LLC,96 MERCER LN,CARTERSVILLE,GA,USA,30120-5887,BARTOW,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129909," LIGHT HAULAGE AND CARTAGE, LOCAL ",TRUCK,Local,34.5533528,-85.2578356
EXPRESS HT,7130 NEW CALHOUN HWY NE,ROME,GA,USA,30161-9674,FLOYD,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129903," DELIVERY SERVICE, VEHICULAR ",TRUCK,Local,33.5500712,-85.257593
SAM J THOMPSON,7145 JOHNSON RD,PALMETTO,GA,USA,30268-2509,FULTON,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.5375676,-85.2570674
UPS OF AMERICA- INC.,1000 MANSELL RD,ROSWELL,GA,USA,30076-1508,FULTON,43,1,492210,LOCAL MESSENGERS AND LOCAL DELIVERY,COURIER SERVICE,42159903," PACKAGE DELIVERY, VEHICULAR ",TRUCK,Courier/Parcel,33.549571,-85.2570674
BENNETT DISTRIBUTION SERVICES- LLC,2340 DOUG BARNARD PKWY,AUGUSTA,GA,USA,30906-9288,RICHMOND,49,14,493110,GENERAL WAREHOUSING AND STORAGE,GENERAL WAREHOUSE/STORAGE FREIGHT TRANSPORTATION ARRANGEMENT,42259901,GENERAL WAREHOUSING,WAREHOUSING,,34.9586616,-85.2553086
GREL TRUCKING LLC,214 HAMILTON AVE NE,DAWSON,GA,USA,39842-1048,TERRELL,0,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,34.0188204,-85.2550458
AGAPE CARRIERS LLC,6862 MABLETON PKWY SE # 103,MABLETON,GA,USA,30126-6400,COBB,43,2,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.475468,-85.254164
CP&AC TRUCKING,873 SHAMROCK CT,DUBLIN,GA,USA,31021-2735,LAURENS,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.9531551,-85.2523771
SAIA MOTOR FREIGHT LINE- LLC,2797 US HIGHWAY 80 W,GARDEN CITY,GA,USA,31408-2931,CHATHAM,538,20,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL LOCAL TRUCKING OPERATOR,42139903,CONTRACT HAULERS,TRUCK,Dry Van,33.4170207,-85.2520507
HIBBLER TRUCKING LLC,4926 NOTTING GLEN LN,SNELLVILLE,GA,USA,30039-3333,GWINNETT,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.8529131,-85.2501823
FAITH TRUCK DBA,14288 BROWN BRIDGE RD,COVINGTON,GA,USA,30016-4109,NEWTON,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.0130914,-85.2491381
PROMPT TRUCKING INC,3645 MARKETPLACE BLVD,EAST POINT,GA,USA,30344-5747,FULTON,43,2,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL LOCAL TRUCKING OPERATOR,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.984967,-85.2489401
BEN'S TRUCKING INC,4036 AVONLEA CT,BUFORD,GA,USA,30519-7122,GWINNETT,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.2715193,-85.2473226
HOPPER FARMS INC,,RABUN GAP,GA,USA,30568,RABUN,0,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,34.2764736,-85.2472215
J & J EXPRESS HAUL LLC,672 RIVER BEND DR,JONESBORO,GA,USA,30238-5713,CLAYTON,43,2,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,34.0218384,-85.2470618
SPRADLEY TRUCKING LIMITED LIABILITY COMPANY,4915 PLAINS HWY,DAWSON,GA,USA,39842-3574,TERRELL,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.0530059,-85.2455396
R I G LOGISTICS- LLC,3460 AUGUSTA ST,ATLANTA,GA,USA,30349-2954,FULTON,43,2,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,34.7256485,-85.2359986
ARIES INTERNATIONAL,747 VIRGINIA AVE,ATLANTA,GA,USA,30354-7201,FULTON,43,2,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310200, FREIGHT FORWARDING ,FREIGHT FORWARDING,,34.7256485,-85.2359986
UNIQUE COURIERS- LLC,1056 ROCK CREEK LN,NORCROSS,GA,USA,30093-4600,GWINNETT,43,14,492210,LOCAL MESSENGERS AND LOCAL DELIVERY,COURIER SERVICE,42159904," PARCEL DELIVERY, VEHICULAR ",TRUCK,Courier/Parcel,34.967371,-85.235632
MCCARY & COMPANY INC,3955 JOYCE CT SE,CONYERS,GA,USA,30013-3042,ROCKDALE,43,5,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.562424,-85.234426
SWN TRUCKING LLC,306 S FORQUEN WAY,DALLAS,GA,USA,30157,PAULDING,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING-WITH STORAGE,42140000, LOCAL TRUCKING WITH STORAGE ,TRUCK,Local,34.95682,-85.2332297
H O C J INC,323 CASH MEMORIAL BLVD,FOREST PARK,GA,USA,30297-2667,CLAYTON,43,30,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL FREIGHT TRANSPORTATION ARRANGEMENT,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,34.2848203,-85.2318729
ECHOLS- B L HAULING & BACKHOE WORK,561 NEWTOWN RD,WASHINGTON,GA,USA,30673-2726,WILKES,0,1,484220,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR PLUMBING/HEATING/AIR COND CONTRACTOR,42129905,DUMP TRUCK HAULAGE,TRUCK,Dump Truck,34.9642288,-85.2299747
CRANE CARTAGE LLC,690 AIRPORT SOUTH PKWY,ATLANTA,GA,USA,30349-8609,FULTON,43,4,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310100, TRANSPORTATION AGENTS AND BROKERS ,TRUCK,,33.5188757,-85.2295268
GEORGIA INTERMODAL SERVICES- INC.,140 PINE MEADOW DR,POOLER,GA,USA,31322-9353,CHATHAM,538,9,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING-WITH STORAGE,42140000, LOCAL TRUCKING WITH STORAGE ,TRUCK,Local,34.2233697,-85.2293448
JRICHSOLUTIONS- LLC,1212 E ANDERSON ST,SAVANNAH,GA,USA,31404-2120,CHATHAM,538,1,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,34.282806,-85.2268476
A & R SOLUTION 1 LLC,338 BETHEL DR,DALLAS,GA,USA,30157-6815,PAULDING,43,2,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310200, FREIGHT FORWARDING ,FREIGHT FORWARDING,,34.0154322,-85.2266398
CYNTHIA NELSON,2840 MAPLE GROVE DR,REX,GA,USA,30273-2357,CLAYTON,43,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,34.782905,-85.225739
VALUE STORAGE LTD,3751 LONGMIRE WAY,ATLANTA,GA,USA,30340-1208,DEKALB,43,1,493110,GENERAL WAREHOUSING AND STORAGE,SELF STORAGE WAREHOUSE,42250000,GENERAL WAREHOUSING AND STORAGE,OTHER,,33.6750107,-85.2255308
SOUTH STAR TRUCKING SERVICES I,5570 SADDLE CLUB RD,GAINESVILLE,GA,USA,30506-2457,HALL,0,2,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.5287145,-85.2254006
BEAULIEU GROUP- LLC,3201 N DALTON BYP,DALTON,GA,USA,30720,WHITFIELD,0,110,493110,GENERAL WAREHOUSING AND STORAGE,GENERAL WAREHOUSE/STORAGE,42259901,GENERAL WAREHOUSING,WAREHOUSING,,34.2717457,-85.2243027
METZGER MARINE SERVICES- INC.,14915 COFFEE BLUFF RD,SAVANNAH,GA,USA,31419-3211,CHATHAM,538,4,488330,NAVIGATIONAL SERVICES TO SHIPPING,TOWING/TUGBOAT SERVICES,44920000,TOWING AND TUGBOAT SERVICE,OCEAN,,34.969246,-85.223543
HILLCREST SERVICES- INC.,167 MOORE RD,KINGSTON,GA,USA,30145-2669,BARTOW,0,2,484220,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",DUMP TRUCK SERVICES,42129905,DUMP TRUCK HAULAGE,TRUCK,Dump Truck,34.969246,-85.223543
C. H. POWELL COMPANY,4751 BEST RD STE 280,COLLEGE PARK,GA,USA,30337-5607,FULTON,43,10,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT FORWARDING,47310200, FREIGHT FORWARDING ,FREIGHT FORWARDING,,34.8769231,-85.2227912
DJD TRUCKING INC.,1655 CENTERVIEW DR # 1221,DULUTH,GA,USA,30096-7678,GWINNETT,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.2879063,-85.2227103
SOLIS TRUCKING,434 SENECA DR,LAWRENCEVILLE,GA,USA,30044-3892,GWINNETT,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.2879063,-85.2227103
TOP HALL TRANSPORTING AND TRUCKING LLC,927 SCOTT BLVD APT 215,DECATUR,GA,USA,30030-1307,DEKALB,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.9548121,-85.2211527
O'RILEY SOLUTIONS- LLC,519 VAUGHAN DR,HAMPTON,GA,USA,30228-5323,HENRY,43,2,484230,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LONG-DISTANCE",TRUCKING OPERATOR-NONLOCAL COURIER SERVICE,42139901,AUTOMOBILES TRANSPORT AND DELIVERY,TRUCK,Automobiles,34.41226,-85.220122
KEEP IT CLEAN SERVICES LLC,442 PLOWSHARE RD,CARROLLTON,GA,USA,30117-7657,CARROLL,0,5,488190,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,AIRPORT/AIRPORT SERVICES BUSINESS SERVICES AT NON-COMMERCIAL SITE,45810201,AIRCRAFT CLEANING AND JANITORIAL SERVICE,AIR,,33.4953557,-85.2196962
EL COMPADRE TRUCKS- INC.,5690 BUFORD HWY NE,ATLANTA,GA,USA,30340-1223,DEKALB,43,12,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.9603408,-85.2191789
RUSTY HICKS,8 RIVER PARK TRL,NEWNAN,GA,USA,30265-2236,COWETA,0,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42139904,HEAVY HAULING NEC,TRUCK,,34.953014,-85.2185836
CHEETAH EXPRESS DELIVERY SERVICES INC,364 RIVERBROOK TRL,RIVERDALE,GA,USA,30274-2547,CLAYTON,43,3,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129903," DELIVERY SERVICE, VEHICULAR ",TRUCK,Local,34.8915664,-85.2180019
R.S. JOHNSON TRUCKING- INC.,380 MLK AVE,JEFFERSON,GA,USA,30549-1443,JACKSON,42,2,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,34.2879178,-85.2178353
ARIEL TRUCKING LLC,65 HIGHGROVE DR,COVINGTON,GA,USA,30016-7788,NEWTON,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.2884974,-85.2177782
TIGER GLOBLE LOGISTICS INC.,3856 FELTON HILL RD SW,SMYRNA,GA,USA,30082-3566,COBB,43,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.2749201,-85.2173495
HALLMARK FRIEGHT & SURPLUS,5007 B U BOWMAN DR,BUFORD,GA,USA,30518-5845,GWINNETT,43,30,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,34.523841,-85.2167224
ADAMS TRUCKING,3916 PINE GORGE CT,DACULA,GA,USA,30019-4502,GWINNETT,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.9553502,-85.2162571
ERIC PERRY,894 SHADOW LAKE DR,LITHONIA,GA,USA,30058-3228,DEKALB,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",TRUCKING,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.2927228,-85.2140924
TGS TRUCKING- INC,301 NOTTINGHAM DR,WOODSTOCK,GA,USA,30188-4844,CHEROKEE,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.76719,-85.212484
ALTHEA BRANDS LLC,1051 CLUB PL NE,BROOKHAVEN,GA,USA,30319-2656,DEKALB,43,2,488490,OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,TRUCK TERMINAL FACILITY,42310000,TRUCKING TERMINAL FACILITIES,TRUCK,,33.5108665,-85.2120085
CHAMPION BEVERAGE DISTRIBUTORS LLC,1815 WILKINSON RD,AUGUSTA,GA,USA,30904-7700,RICHMOND,49,55,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129903," DELIVERY SERVICE, VEHICULAR ",TRUCK,Local,34.2936735,-85.2118264
C K WALKER TRUCKING LLC,3074 TONEY DR,DECATUR,GA,USA,30032-5746,DEKALB,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.8620157,-85.2110791
HEMINGWAY TRUCKING- LLC,2721 WHITE CHAPEL DR,COLUMBUS,GA,USA,31907-2818,MUSCOGEE,133,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,34.2837847,-85.2091557
GEORGIA SOUTHWESTERN RAILROAD CO INC,78 PULPWOOD RD,DAWSON,GA,USA,39842-2902,TERRELL,0,18,482111,LINE-HAUL RAILROADS,SHORT LINE RAILROAD,40110000,RAILROADS LINE-HAUL OPERATING,RAIL,,34.9119593,-85.2089736
